"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"16.04.2019","26.452,7","26.482,2","26.530,7","26.397,2","302,34M","0,26%"
"15.04.2019","26.384,8","26.407,8","26.424,8","26.316,4","250,62M","-0,10%"
"12.04.2019","26.412,3","26.357,8","26.436,7","26.309,7","369,91M","1,03%"
"11.04.2019","26.143,1","26.188,2","26.229,9","26.062,6","211,68M","-0,05%"
"10.04.2019","26.157,2","26.173,7","26.209,5","26.101,2","203,13M","0,03%"
"09.04.2019","26.150,6","26.243,5","26.246,3","26.103,1","244,41M","-0,72%"
"08.04.2019","26.341,0","26.312,7","26.344,7","26.246,0","229,38M","-0,32%"
"05.04.2019","26.425,0","26.427,6","26.487,6","26.370,8","229,55M","0,15%"
"04.04.2019","26.384,6","26.213,4","26.398,9","26.212,8","233,04M","0,64%"
"03.04.2019","26.218,1","26.238,0","26.282,2","26.138,5","271,98M","0,15%"
"02.04.2019","26.179,1","26.213,6","26.221,2","26.122,3","250,94M","-0,30%"
"01.04.2019","26.258,4","26.075,1","26.280,9","26.071,7","295,57M","1,27%"
"29.03.2019","25.928,7","25.827,3","25.949,3","25.771,7","300,62M","0,82%"
"28.03.2019","25.717,5","25.693,3","25.743,4","25.576,7","237,17M","0,36%"
"27.03.2019","25.625,6","25.676,3","25.758,2","25.425,3","270,34M","-0,13%"
"26.03.2019","25.657,7","25.649,6","25.796,3","25.544,8","305,11M","0,55%"
"25.03.2019","25.516,8","25.490,7","25.603,3","25.372,3","303,12M","0,06%"
"22.03.2019","25.502,3","25.844,7","25.877,0","25.501,4","386,51M","-1,77%"
"21.03.2019","25.962,5","25.688,4","26.009,9","25.657,8","335,25M","0,84%"
"20.03.2019","25.745,7","25.867,8","25.929,5","25.670,6","321,98M","-0,55%"
"19.03.2019","25.887,4","25.987,9","26.109,7","25.814,9","342,25M","-0,10%"
"18.03.2019","25.914,1","25.801,9","25.924,8","25.785,7","303,17M","0,25%"
"15.03.2019","25.848,9","25.721,0","25.927,9","25.649,7","616,91M","0,54%"
"14.03.2019","25.709,9","25.692,3","25.752,8","25.621,3","302,79M","0,03%"
"13.03.2019","25.702,9","25.637,2","25.776,5","25.571,3","331,41M","0,58%"
"12.03.2019","25.554,7","25.600,3","25.675,4","25.522,2","312,52M","-0,38%"
"11.03.2019","25.650,9","25.208,0","25.661,6","25.208,0","309,79M","0,79%"
"08.03.2019","25.450,2","25.347,4","25.466,1","25.252,5","270,50M","-0,09%"
"07.03.2019","25.473,2","25.645,4","25.645,4","25.352,6","289,14M","-0,78%"
"06.03.2019","25.673,5","25.818,8","25.837,6","25.633,7","256,25M","-0,52%"
"05.03.2019","25.806,6","25.829,1","25.877,2","25.725,6","252,26M","-0,05%"
"04.03.2019","25.819,7","26.122,2","26.156,0","25.611,6","295,51M","-0,79%"
"01.03.2019","26.026,3","26.019,7","26.143,9","25.914,4","289,89M","0,43%"
"28.02.2019","25.916,0","25.984,3","26.029,2","25.896,6","338,52M","-0,27%"
"27.02.2019","25.985,2","25.995,6","26.039,7","25.877,2","255,38M","-0,28%"
"26.02.2019","26.058,0","26.051,6","26.155,3","25.966,0","257,85M","-0,13%"
"25.02.2019","26.091,9","26.126,2","26.241,4","26.080,7","281,60M","0,23%"
"22.02.2019","26.031,8","25.906,3","26.052,9","25.906,3","279,76M","0,70%"
"21.02.2019","25.850,6","25.922,4","25.938,9","25.762,2","255,71M","-0,40%"
"20.02.2019","25.954,4","25.872,3","25.986,2","25.846,5","287,88M","0,24%"
"19.02.2019","25.891,3","25.849,8","25.961,4","25.820,0","280,62M","0,04%"
"18.02.2019","25.882,0","25.907,0","25.934,0","25.847,5","","-0,14%"
"17.02.2019","25.918,5","25.890,0","25.929,0","25.872,5","","0,14%"
"15.02.2019","25.883,3","25.564,6","25.883,7","25.564,6","328,53M","1,74%"
"14.02.2019","25.439,4","25.460,7","25.558,9","25.308,1","313,01M","-0,41%"
"13.02.2019","25.543,3","25.480,9","25.625,9","25.480,9","263,33M","0,46%"
"12.02.2019","25.425,8","25.152,0","25.459,0","25.152,0","278,11M","1,49%"
"11.02.2019","25.053,1","25.142,8","25.196,8","25.009,1","241,70M","-0,21%"
"08.02.2019","25.106,3","25.042,4","25.106,4","24.883,0","248,21M","-0,25%"
"07.02.2019","25.169,5","25.265,8","25.314,3","25.000,5","295,46M","-0,87%"
"06.02.2019","25.390,3","25.371,6","25.439,0","25.312,1","247,59M","-0,08%"
"05.02.2019","25.411,5","25.287,9","25.427,3","25.287,7","310,65M","0,68%"
"04.02.2019","25.239,4","25.062,1","25.239,9","24.977,7","298,54M","0,70%"
"01.02.2019","25.063,9","25.025,3","25.193,2","24.982,5","372,09M","0,26%"
"31.01.2019","24.999,7","24.954,5","25.049,6","24.842,1","507,35M","-0,06%"
"30.01.2019","25.014,9","24.826,5","25.109,6","24.790,9","397,33M","1,77%"
"29.01.2019","24.580,0","24.519,6","24.674,9","24.504,0","330,87M","0,21%"
"28.01.2019","24.528,2","24.597,0","24.597,0","24.323,9","347,17M","-0,84%"
"25.01.2019","24.737,2","24.687,2","24.860,2","24.676,8","376,89M","0,75%"
"24.01.2019","24.553,2","24.580,0","24.626,3","24.422,7","320,17M","-0,09%"
"23.01.2019","24.575,6","24.577,3","24.701,0","24.307,2","318,60M","0,70%"
"22.01.2019","24.404,5","24.607,8","24.607,8","24.244,3","338,48M","-0,84%"
"21.01.2019","24.610,0","24.650,5","24.662,0","24.529,0","","-0,18%"
"20.01.2019","24.654,0","24.743,5","24.743,5","24.643,0","","-0,21%"
"18.01.2019","24.706,3","24.534,2","24.750,2","24.459,0","372,97M","1,38%"
"17.01.2019","24.370,1","24.147,1","24.474,5","24.088,9","288,59M","0,67%"
"16.01.2019","24.207,2","24.139,9","24.288,6","24.119,7","302,83M","0,59%"
"15.01.2019","24.065,6","23.914,1","24.099,1","23.887,9","291,57M","0,65%"
"14.01.2019","23.909,8","23.880,5","23.964,9","23.765,2","277,56M","-0,36%"
"11.01.2019","23.995,9","23.940,0","23.996,3","23.798,2","262,65M","-0,02%"
"10.01.2019","24.001,9","23.811,1","24.014,8","23.703,3","338,15M","0,51%"
"09.01.2019","23.879,1","23.844,3","23.985,4","23.776,6","324,57M","0,39%"
"08.01.2019","23.787,4","23.680,3","23.864,7","23.581,4","317,42M","1,09%"
"07.01.2019","23.531,3","23.474,3","23.687,7","23.301,6","334,20M","0,42%"
"04.01.2019","23.433,2","22.894,9","23.518,6","22.894,9","396,02M","3,29%"
"03.01.2019","22.686,2","23.176,4","23.176,4","22.638,4","424,24M","-2,83%"
"02.01.2019","23.346,2","23.058,6","23.413,5","22.928,6","321,57M","-0,11%"
"01.01.2019","23.371,5","23.329,5","23.417,0","23.294,0","","0,19%"
"31.12.2018","23.327,5","23.153,9","23.333,2","23.118,3","288,83M","1,15%"
"28.12.2018","23.062,4","23.213,6","23.381,9","22.981,3","336,51M","-0,33%"
"27.12.2018","23.138,8","22.629,1","23.138,9","22.267,4","407,94M","1,14%"
"26.12.2018","22.878,4","21.857,7","22.878,9","21.712,5","433,08M","5,36%"
"25.12.2018","21.715,0","21.621,0","21.757,5","21.452,0","","-0,35%"
"24.12.2018","21.792,2","22.317,3","22.339,9","21.792,2","308,42M","-2,91%"
"21.12.2018","22.445,4","22.871,7","23.254,6","22.396,3","900,51M","-1,81%"
"20.12.2018","22.859,6","23.224,1","23.282,2","22.644,3","576,70M","-1,99%"
"19.12.2018","23.323,7","23.693,3","24.057,3","23.162,6","503,55M","-1,49%"
"18.12.2018","23.675,6","23.769,1","23.927,8","23.516,0","408,07M","0,35%"
"17.12.2018","23.593,0","23.986,8","24.088,1","23.456,9","466,74M","-2,11%"
"14.12.2018","24.100,5","24.408,0","24.431,1","24.033,8","416,94M","-2,02%"
"13.12.2018","24.597,4","24.575,9","24.741,0","24.473,3","299,97M","0,29%"
"12.12.2018","24.527,3","24.509,1","24.828,3","24.509,1","344,33M","0,64%"
"11.12.2018","24.370,2","24.719,9","24.791,3","24.221,1","342,96M","-0,22%"
"10.12.2018","24.423,3","24.360,9","24.500,8","23.881,4","389,69M","0,14%"
"07.12.2018","24.388,9","24.918,8","25.095,6","24.284,8","398,23M","-2,24%"
"06.12.2018","24.947,7","24.737,4","24.951,0","24.242,2","471,69M","-0,39%"
"05.12.2018","25.046,0","25.023,0","25.190,0","25.005,0","","0,08%"
"04.12.2018","25.027,1","25.752,6","25.773,1","25.008,1","418,90M","-3,10%"
"03.12.2018","25.826,4","25.779,6","25.980,2","25.670,5","388,48M","1,13%"
"30.11.2018","25.538,5","25.307,1","25.549,7","25.251,0","482,25M","0,79%"
"29.11.2018","25.338,8","25.343,7","25.479,0","25.202,8","305,11M","-0,11%"
"28.11.2018","25.366,4","24.832,8","25.368,9","24.832,8","362,16M","2,50%"
"27.11.2018","24.748,7","24.557,0","24.750,7","24.416,0","308,25M","0,44%"
"26.11.2018","24.640,2","24.364,1","24.673,3","24.364,1","306,28M","1,46%"
"23.11.2018","24.285,9","24.336,4","24.408,8","24.268,7","155,94M","-0,46%"
"22.11.2018","24.399,0","24.491,0","24.539,0","24.297,0","","-0,27%"
"21.11.2018","24.464,7","24.541,7","24.669,8","24.463,3","289,37M","0,00%"
"20.11.2018","24.465,6","24.618,7","24.707,3","24.369,0","445,92M","-2,21%"
"19.11.2018","25.017,4","25.392,6","25.392,6","24.901,0","358,09M","-1,56%"
"16.11.2018","25.413,2","25.242,3","25.510,2","25.147,8","354,46M","0,49%"
"15.11.2018","25.289,3","25.061,5","25.354,6","24.787,8","392,75M","0,83%"
"14.11.2018","25.080,5","25.388,1","25.501,3","24.935,8","384,24M","-0,81%"
"13.11.2018","25.286,5","25.321,2","25.511,0","25.193,8","339,69M","-0,40%"
"12.11.2018","25.387,2","25.959,3","25.966,7","25.340,5","346,91M","-2,32%"
"09.11.2018","25.989,3","26.149,1","26.161,5","25.882,9","324,45M","-0,77%"
"08.11.2018","26.191,2","26.139,6","26.277,8","26.081,9","295,65M","0,04%"
