"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"09.03.2023","17.644,67","17.909,83","17.935,59","17.641,42","","-1,48%"
"08.03.2023","17.909,91","17.539,85","17.951,33","17.539,85","","2,11%"
"07.03.2023","17.539,85","17.647,66","17.722,83","17.421,96","","-0,61%"
"06.03.2023","17.647,37","17.563,13","17.736,57","17.417,24","","0,48%"
"03.03.2023","17.563,37","17.461,56","17.651,56","17.461,56","","0,58%"
"02.03.2023","17.461,56","17.647,88","17.722,49","17.460,32","","-1,07%"
"01.03.2023","17.649,66","17.687,78","17.817,73","17.431,54","","-0,21%"
"28.02.2023","17.687,56","17.814,31","17.996,13","17.687,56","","-0,72%"
"27.02.2023","17.815,26","17.830,00","17.931,52","17.731,64","","-0,07%"
"24.02.2023","17.828,41","18.146,69","18.147,36","17.760,12","","-1,76%"
"23.02.2023","18.148,70","18.067,50","18.326,88","17.989,74","","0,45%"
"22.02.2023","18.067,50","18.403,49","18.403,50","18.000,20","","-1,83%"
"17.02.2023","18.403,54","18.562,08","18.562,08","18.392,31","","-0,86%"
"16.02.2023","18.562,46","18.504,09","18.642,92","18.318,30","","0,31%"
"15.02.2023","18.504,49","18.206,34","18.600,35","18.112,73","","1,64%"
"14.02.2023","18.206,34","18.354,01","18.480,39","18.158,75","","-0,80%"
"13.02.2023","18.353,64","18.231,85","18.415,98","18.112,40","","0,66%"
"10.02.2023","18.232,60","18.235,42","18.332,31","18.149,81","","-0,02%"
"09.02.2023","18.236,60","18.522,86","18.553,19","18.193,66","","-1,54%"
"08.02.2023","18.522,77","18.172,26","18.558,41","18.172,26","","1,94%"
"07.02.2023","18.170,70","18.301,19","18.344,60","18.061,97","","-0,71%"
"06.02.2023","18.300,25","18.277,86","18.302,74","18.069,97","","0,12%"
"03.02.2023","18.278,92","18.513,11","18.617,33","18.221,40","","-1,26%"
"02.02.2023","18.513,11","18.893,29","19.008,22","18.449,04","","-2,02%"
"01.02.2023","18.893,89","19.130,21","19.141,09","18.647,09","","-1,24%"
"31.01.2023","19.130,38","18.970,75","19.178,20","18.934,46","","0,84%"
"30.01.2023","18.970,75","18.986,55","19.087,24","18.891,20","","-0,08%"
"27.01.2023","18.986,05","19.327,74","19.330,26","18.940,61","","-1,77%"
"26.01.2023","19.327,62","19.329,40","19.418,19","19.217,07","","-0,01%"
"25.01.2023","19.329,19","19.112,31","19.356,03","18.925,92","","1,13%"
"24.01.2023","19.112,33","18.904,47","19.112,33","18.873,54","","1,11%"
"23.01.2023","18.902,88","18.942,23","19.124,17","18.870,41","","-0,21%"
"20.01.2023","18.942,23","19.064,96","19.093,06","18.873,43","","-0,65%"
"19.01.2023","19.066,54","18.937,89","19.112,11","18.802,73","","0,67%"
"18.01.2023","18.939,52","18.816,58","19.120,67","18.816,58","","0,66%"
"17.01.2023","18.815,21","18.442,61","18.838,27","18.442,61","","2,02%"
