"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"14.02.2025","21.712,53","21.135,65","21.764,04","21.135,65","","2,73%"
"13.02.2025","21.135,78","21.063,00","21.136,27","20.960,19","","0,34%"
"12.02.2025","21.064,45","21.419,27","21.419,27","21.015,31","","-1,66%"
"11.02.2025","21.420,89","21.276,80","21.493,97","21.276,54","","0,68%"
"10.02.2025","21.276,88","21.133,11","21.405,32","21.133,11","","0,74%"
"07.02.2025","21.121,36","21.388,66","21.449,15","21.069,70","","-1,25%"
"06.02.2025","21.389,75","21.281,61","21.418,47","21.237,41","","0,51%"
"05.02.2025","21.282,16","21.218,79","21.331,71","21.143,83","","0,30%"
"04.02.2025","21.218,79","21.354,45","21.354,45","21.141,80","","-0,64%"
"03.02.2025","21.356,37","21.394,69","21.435,62","21.291,57","","-0,18%"
"31.01.2025","21.395,00","21.515,79","21.614,48","21.383,87","","-0,56%"
"30.01.2025","21.515,40","20.932,31","21.557,45","20.932,31","","2,78%"
"29.01.2025","20.932,74","21.038,47","21.159,77","20.904,72","0,00K","-0,50%"
"28.01.2025","21.038,39","21.171,05","21.180,07","21.015,99","0,00K","-0,63%"
"27.01.2025","21.171,02","20.791,54","21.171,02","20.741,96","0,00K","1,82%"
"24.01.2025","20.792,72","20.793,37","20.854,78","20.738,34","0,00K","0,00%"
"23.01.2025","20.793,37","20.869,18","21.042,95","20.736,93","0,00K","-0,37%"
"22.01.2025","20.870,45","20.950,28","21.036,02","20.864,29","0,00K","-0,38%"
"21.01.2025","20.949,57","20.871,61","20.969,96","20.771,29","0,00K","0,37%"
"20.01.2025","20.872,47","20.785,62","20.926,56","20.650,34","0,00K","0,42%"
"17.01.2025","20.786,11","20.606,58","20.840,05","20.574,87","0,00K","0,89%"
"16.01.2025","20.602,28","20.823,70","20.825,99","20.519,02","0,00K","-1,06%"
"15.01.2025","20.822,80","20.271,97","20.876,73","20.270,67","0,00K","2,73%"
"14.01.2025","20.270,05","20.224,59","20.296,98","20.091,79","0,00K","0,22%"
"13.01.2025","20.225,95","20.191,11","20.355,55","20.180,55","0,00K","0,17%"
"10.01.2025","20.191,24","20.345,06","20.406,17","20.177,48","0,00K","-0,75%"
"09.01.2025","20.344,49","20.319,91","20.409,10","20.305,61","0,00K","0,12%"
"08.01.2025","20.319,66","20.572,09","20.572,17","20.270,33","0,00K","-1,23%"
"07.01.2025","20.573,11","20.365,37","20.663,78","20.365,37","0,00K","1,03%"
"06.01.2025","20.362,97","20.138,93","20.426,07","20.138,00","0,00K","1,12%"
"03.01.2025","20.137,44","20.415,74","20.445,48","20.114,14","0,00K","-1,36%"
"02.01.2025","20.415,81","20.410,82","20.529,18","20.242,67","0,00K","0,02%"
"30.12.2024","20.411,03","20.407,11","20.536,09","20.400,38","0,00K","0,02%"
"27.12.2024","20.407,52","20.551,98","20.632,59","20.404,54","0,00K","-0,69%"
"26.12.2024","20.548,78","20.485,83","20.636,78","20.428,81","0,00K","0,31%"
"23.12.2024","20.485,83","20.673,66","20.673,66","20.437,08","0,00K","-0,91%"
"20.12.2024","20.674,77","20.537,71","20.685,58","20.452,80","0,00K","0,66%"
"19.12.2024","20.538,61","20.488,24","20.657,94","20.487,75","0,00K","0,25%"
"18.12.2024","20.487,41","21.129,42","21.129,42","20.440,49","0,00K","-3,04%"
"17.12.2024","21.129,85","20.936,89","21.228,18","20.936,89","0,00K","0,92%"
"16.12.2024","20.936,80","21.117,54","21.172,86","20.927,31","0,00K","-0,86%"
"13.12.2024","21.117,97","21.369,04","21.404,22","21.111,62","0,00K","-1,10%"
"12.12.2024","21.353,48","21.937,94","21.937,94","21.318,66","0,00K","-2,67%"
"11.12.2024","21.939,26","21.723,73","22.152,16","21.573,17","0,00K","0,99%"
"10.12.2024","21.723,71","21.563,06","21.773,67","21.563,06","0,00K","0,75%"
"09.12.2024","21.562,67","21.333,65","21.608,72","21.333,65","0,00K","1,08%"
"06.12.2024","21.333,23","21.657,10","21.659,41","21.315,42","0,00K","-1,50%"
"05.12.2024","21.657,39","21.368,24","21.671,10","21.367,76","0,00K","1,43%"
"04.12.2024","21.352,47","21.360,76","21.469,05","21.302,06","0,00K","-0,04%"
"03.12.2024","21.360,71","21.205,09","21.400,09","21.204,87","0,00K","0,73%"
"02.12.2024","21.205,11","21.265,43","21.317,02","21.111,89","0,00K","-0,28%"
"29.11.2024","21.265,47","21.075,25","21.332,42","20.978,66","0,00K","0,89%"
"28.11.2024","21.077,85","21.583,78","21.583,78","21.043,14","0,00K","-2,34%"
"27.11.2024","21.583,74","21.947,41","22.005,25","21.583,74","0,00K","-1,66%"
"26.11.2024","21.947,35","21.804,89","22.018,26","21.804,82","0,00K","0,66%"
"25.11.2024","21.803,72","21.843,68","21.911,79","21.798,51","0,00K","-0,19%"
"22.11.2024","21.844,80","21.466,75","21.844,80","21.466,75","0,00K","1,78%"
"21.11.2024","21.462,75","21.673,62","21.673,62","21.407,75","0,00K","-0,97%"
"19.11.2024","21.673,73","21.614,07","21.738,18","21.517,32","0,00K","0,28%"
"18.11.2024","21.614,04","21.595,03","21.683,90","21.508,82","0,00K","0,09%"
"14.11.2024","21.594,91","21.578,41","21.683,46","21.514,35","","0,08%"
"13.11.2024","21.578,41","21.554,19","21.638,98","21.425,23","","0,11%"
"12.11.2024","21.554,19","21.560,86","21.622,22","21.496,71","","-0,03%"
"11.11.2024","21.560,73","21.558,65","21.599,77","21.470,92","","0,00%"
"08.11.2024","21.561,40","21.851,05","21.851,05","21.404,54","","-1,35%"
"07.11.2024","21.857,22","21.942,52","22.105,19","21.816,56","","-0,39%"
"06.11.2024","21.942,66","21.986,64","21.996,41","21.691,89","","-0,26%"
"05.11.2024","21.998,95","21.964,57","22.015,26","21.830,24","","0,16%"
"04.11.2024","21.964,28","21.577,82","21.979,42","21.577,56","","1,80%"
"01.11.2024","21.576,23","21.838,79","21.878,16","21.567,23","","-1,20%"
"31.10.2024","21.837,95","21.986,32","22.008,18","21.826,96","","-0,68%"
"30.10.2024","21.986,77","22.029,66","22.062,72","21.963,36","","-0,19%"
"29.10.2024","22.029,45","22.097,76","22.192,59","22.019,28","","-0,31%"
"28.10.2024","22.097,26","21.879,34","22.126,38","21.879,34","","1,00%"
"25.10.2024","21.878,48","21.889,97","21.975,24","21.859,70","","-0,04%"
"24.10.2024","21.888,24","21.741,16","21.896,69","21.671,16","","0,68%"
"23.10.2024","21.740,88","21.875,65","21.875,66","21.644,69","","-0,62%"
"22.10.2024","21.876,04","21.929,04","21.929,04","21.725,04","","-0,25%"
"21.10.2024","21.931,93","21.968,88","22.074,34","21.901,85","","-0,17%"
"18.10.2024","21.968,85","22.035,54","22.176,44","21.908,51","","-0,28%"
"17.10.2024","22.030,82","22.184,01","22.184,01","21.881,96","","-0,72%"
"16.10.2024","22.190,11","22.071,23","22.264,86","22.029,52","","0,54%"
"15.10.2024","22.071,23","22.072,75","22.135,01","21.925,22","","0,00%"
"14.10.2024","22.070,13","21.903,38","22.100,72","21.857,49","","0,76%"
"11.10.2024","21.903,49","21.961,26","21.961,50","21.797,28","","-0,26%"
"10.10.2024","21.961,44","21.892,45","21.971,56","21.874,92","","0,32%"
"09.10.2024","21.892,45","22.137,56","22.138,98","21.842,55","","-1,11%"
"08.10.2024","22.137,33","22.233,93","22.233,93","21.952,95","","-0,44%"
"07.10.2024","22.234,30","22.183,89","22.375,53","22.172,25","","0,24%"
"04.10.2024","22.181,90","22.164,79","22.212,19","22.084,59","","0,08%"
"03.10.2024","22.165,15","22.458,78","22.458,78","22.083,18","","-1,32%"
"02.10.2024","22.460,88","22.303,54","22.703,32","22.303,54","","0,72%"
"01.10.2024","22.300,93","22.169,72","22.453,29","22.168,56","","0,60%"
"30.09.2024","22.167,19","22.327,37","22.389,52","22.167,19","","-0,69%"
"27.09.2024","22.321,81","22.373,27","22.515,54","22.303,78","","-0,24%"
"26.09.2024","22.374,96","22.147,67","22.430,47","22.147,25","","1,03%"
"25.09.2024","22.146,13","22.238,34","22.380,76","22.128,86","","-0,41%"
"24.09.2024","22.237,74","21.964,21","22.395,26","21.964,21","","1,25%"
"23.09.2024","21.963,42","22.041,44","22.041,44","21.891,85","","-0,36%"
"20.09.2024","22.042,69","22.380,44","22.380,44","22.025,61","","-1,51%"
"19.09.2024","22.380,76","22.476,57","22.639,07","22.380,76","","-0,43%"
"18.09.2024","22.476,48","22.678,88","22.702,59","22.476,14","","-0,90%"
"17.09.2024","22.679,90","22.708,60","22.710,40","22.549,03","","-0,13%"
"16.09.2024","22.708,60","22.666,34","22.817,12","22.665,70","","0,18%"
"13.09.2024","22.667,98","22.543,82","22.835,87","22.543,61","","0,55%"
"12.09.2024","22.543,82","22.656,98","22.679,47","22.468,13","","-0,51%"
"11.09.2024","22.659,39","22.592,40","22.727,89","22.502,56","","0,30%"
"10.09.2024","22.592,57","22.665,50","22.665,78","22.492,93","","-0,33%"
"09.09.2024","22.668,17","22.610,55","22.743,58","22.591,63","","0,26%"
"06.09.2024","22.610,27","22.952,41","22.968,94","22.601,99","","-1,49%"
"05.09.2024","22.951,36","22.884,47","22.979,29","22.859,49","","0,30%"
"04.09.2024","22.883,35","22.602,52","23.008,40","22.602,52","","1,23%"
"03.09.2024","22.605,05","22.716,44","22.717,99","22.573,14","","-0,49%"
"02.09.2024","22.717,16","22.915,00","22.916,97","22.653,36","","-0,86%"
"30.08.2024","22.915,04","22.913,90","22.934,44","22.731,26","","-0,03%"
"29.08.2024","22.920,77","23.137,70","23.142,48","22.897,46","","-0,93%"
"28.08.2024","23.136,74","23.011,68","23.161,94","22.855,69","","0,54%"
"27.08.2024","23.012,33","23.031,08","23.086,43","22.986,60","","-0,08%"
"26.08.2024","23.030,85","22.728,78","23.041,47","22.727,04","","1,33%"
"23.08.2024","22.728,78","22.702,11","22.895,44","22.702,11","","0,12%"
"22.08.2024","22.701,63","22.901,63","22.901,63","22.638,89","","-0,87%"
"21.08.2024","22.901,63","22.843,98","22.997,77","22.843,98","","0,25%"
"20.08.2024","22.844,27","22.781,30","22.884,51","22.704,83","","0,27%"
"19.08.2024","22.783,41","22.527,96","22.861,47","22.527,96","","1,14%"
"16.08.2024","22.527,45","22.561,93","22.651,69","22.508,65","","-0,14%"
"15.08.2024","22.559,77","22.409,85","22.624,91","22.409,85","","0,67%"
"14.08.2024","22.409,59","22.252,26","22.475,66","22.203,59","","0,71%"
"13.08.2024","22.252,26","22.046,27","22.256,84","22.044,90","","0,95%"
"12.08.2024","22.042,39","21.929,81","22.126,87","21.929,81","","0,51%"
"09.08.2024","21.929,69","21.617,10","21.932,19","21.617,10","","1,45%"
"08.08.2024","21.616,07","21.428,76","21.636,25","21.428,76","","0,88%"
"07.08.2024","21.428,52","21.233,59","21.428,52","21.233,59","","0,93%"
"06.08.2024","21.231,54","21.047,64","21.350,95","21.039,28","","0,88%"
"05.08.2024","21.046,57","21.139,33","21.139,33","20.674,62","","-0,46%"
