Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 03/01/2000 / Data final: 04/01/2010.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
01/08/2007;11,43;1,00042956;135.471.730.435,64;1334;11,42;11,43;11,43;0,127;163,915;
31/07/2007;11,43;1,00042956;128.290.317.461,94;1370;11,41;11,43;11,43;0,152;114,719;
30/07/2007;11,43;1,00042956;127.447.161.799,61;1360;11,42;11,43;11,43;0,142;131,339;
27/07/2007;11,43;1,00042956;131.402.916.813,98;1303;11,42;11,43;11,43;0,145;126,414;
26/07/2007;11,43;1,00042956;143.805.160.135,83;1366;11,42;11,43;11,43;0,137;139,683;
25/07/2007;11,43;1,00042956;132.720.080.176,76;1452;11,41;11,43;11,43;0,132;145,629;
24/07/2007;11,43;1,00042956;126.249.720.332,25;1420;11,41;11,43;11,43;0,168;94,015;
23/07/2007;11,43;1,00042956;102.960.195.984,99;1390;11,41;11,43;11,43;0,176;84,432;
20/07/2007;11,43;1,00042956;224.858.876.405,48;1290;11,42;11,43;11,43;0,131;156,073;
19/07/2007;11,43;1,00042956;157.615.975.961,21;1368;11,41;11,43;11,43;0,16;99,944;
18/07/2007;11,93;1,00044734;204.827.982.195,92;1371;11,91;11,93;11,93;0,147;115,002;
17/07/2007;11,93;1,00044734;179.334.300.790,57;1311;11,92;11,93;11,93;0,139;137,515;
16/07/2007;11,93;1,00044734;141.837.682.662,13;1367;11,92;11,93;11,93;0,139;133,769;
13/07/2007;11,93;1,00044734;214.106.823.955,04;1233;11,92;11,93;11,93;0,121;180,223;
12/07/2007;11,93;1,00044734;150.249.744.526,17;1293;11,91;11,93;11,93;0,146;123,733;
11/07/2007;11,93;1,00044734;239.603.919.661,13;1268;11,92;11,93;11,93;0,12;184,657;
10/07/2007;11,93;1,00044734;152.156.461.285,8;1331;11,91;11,93;11,93;0,145;125,976;
09/07/2007;11,93;1,00044734;119.706.719.238,96;1057;11,91;11,93;11,93;0,171;92,249;
06/07/2007;11,93;1,00044734;143.133.582.571,26;1087;11,91;11,93;11,93;0,156;109,368;
05/07/2007;11,93;1,00044734;156.607.714.346,56;1306;11,92;11,93;11,93;0,142;132,042;
04/07/2007;11,93;1,00044734;152.121.199.701,82;1373;11,91;11,93;11,93;0,161;98,071;
03/07/2007;11,93;1,00044734;156.815.597.334,51;1393;11,91;11,93;11,93;0,175;99,315;
02/07/2007;11,93;1,00044734;122.299.981.245,18;1440;11,9;11,93;11,93;0,19;70,351;
29/06/2007;11,93;1,00044734;126.831.802.742,71;1372;11,92;11,93;11,93;0,15;113,435;
28/06/2007;11,93;1,00044734;160.028.676.181,12;1351;11,92;11,93;11,93;0,11;218,011;
27/06/2007;11,93;1,00044734;148.910.940.706,72;1365;11,92;11,93;11,93;0,122;177,851;
26/06/2007;11,93;1,00044734;153.444.509.982,82;1342;11,92;11,93;11,93;0,129;162,422;
25/06/2007;11,93;1,00044734;152.834.909.049,33;1289;11,92;11,93;11,93;0,118;193,32;
22/06/2007;11,93;1,00044734;170.009.176.593,44;1435;11,92;11,93;11,93;0,117;194,161;
21/06/2007;11,93;1,00044734;169.517.077.401,51;1378;11,92;11,93;11,93;0,122;176,048;
20/06/2007;11,93;1,00044734;172.011.946.887,69;1488;11,92;11,93;11,93;0,125;160,562;
19/06/2007;11,93;1,00044734;130.927.088.683,45;1399;11,92;11,93;11,93;0,134;143,401;
18/06/2007;11,93;1,00044734;117.751.453.779,11;1336;11,92;11,93;11,93;0,14;138,141;
15/06/2007;11,93;1,00044734;141.135.612.090,54;1338;11,92;11,93;11,93;0,124;175,815;
14/06/2007;11,93;1,00044734;142.374.128.807,73;1310;11,92;11,93;11,93;0,128;165,234;
13/06/2007;11,93;1,00044734;136.812.988.855,72;1368;11,92;11,93;11,93;0,126;168,137;
12/06/2007;11,93;1,00044734;138.513.181.182,76;1369;11,91;11,93;11,93;0,135;146,171;
11/06/2007;11,93;1,00044734;118.729.403.694,27;1327;11,92;11,93;11,93;0,138;130,449;
08/06/2007;11,93;1,00044734;113.802.717.315,4;1326;11,91;11,93;11,93;0,146;123,763;
06/06/2007;12,43;1,00046503;218.448.499.119,67;1395;12,42;12,43;12,43;0,092;289,45;
05/06/2007;12,43;1,00046503;143.973.785.267,71;1704;12,42;12,43;12,43;0,125;169,699;
04/06/2007;12,43;1,00046503;127.614.162.738,8;1378;12,42;12,43;12,43;0,133;142,879;
01/06/2007;12,43;1,00046503;126.889.219.557,21;1328;12,42;12,43;12,43;0,127;162,351;
31/05/2007;12,43;1,00046503;143.082.864.957,31;1389;12,42;12,43;12,43;0,113;205,691;
30/05/2007;12,43;1,00046503;146.664.118.597,11;1327;12,42;12,43;12,43;0,132;150,629;
29/05/2007;12,43;1,00046503;131.046.706.253,27;1364;12,42;12,43;12,43;0,14;135,495;
28/05/2007;12,43;1,00046503;131.094.668.161,18;1402;12,41;12,43;12,43;0,146;122,16;
25/05/2007;12,43;1,00046503;178.635.413.584,24;1318;12,42;12,43;12,43;0,117;194,869;
24/05/2007;12,43;1,00046503;160.998.088.059,69;1328;12,42;12,43;12,43;0,121;181,905;
23/05/2007;12,43;1,00046503;160.193.102.274,56;1313;12,42;12,43;12,43;0,111;217,885;
22/05/2007;12,43;1,00046503;130.147.958.240;1343;12,42;12,43;12,43;0,132;149,792;
21/05/2007;12,43;1,00046503;116.091.235.276,46;1341;12,42;12,43;12,43;0,14;133,468;
18/05/2007;12,43;1,00046503;124.244.215.064,29;1302;12,42;12,43;12,43;0,148;121,513;
17/05/2007;12,43;1,00046503;127.416.381.239,99;1323;12,42;12,43;12,43;0,136;141,889;
16/05/2007;12,43;1,00046503;124.826.555.908,38;1381;12,42;12,43;12,43;0,139;132,383;
15/05/2007;12,43;1,00046503;132.517.494.275,79;1353;12,42;12,43;12,43;0,131;149,147;
14/05/2007;12,43;1,00046503;108.606.273.756,84;1344;12,42;12,43;12,43;0,147;115,154;
11/05/2007;12,43;1,00046503;122.748.328.399,27;1384;12,41;12,43;12,43;0,164;131,228;
10/05/2007;12,43;1,00046503;116.394.883.605,45;1289;12,42;12,43;12,43;0,127;163,472;
09/05/2007;12,43;1,00046503;123.247.683.197,37;1337;12,42;12,43;12,43;0,127;154,568;
08/05/2007;12,43;1,00046503;110.389.011.418,49;1404;12,41;12,43;12,43;0,143;118,872;
07/05/2007;12,43;1,00046503;109.960.492.810,94;1390;12,42;12,43;12,43;0,149;113,727;
04/05/2007;12,43;1,00046503;119.683.664.116,93;1360;12,42;12,43;12,43;0,115;193,04;
03/05/2007;12,43;1,00046503;112.679.595.232;1368;12,42;12,43;12,43;0,126;162,452;
02/05/2007;12,43;1,00046503;97.548.251.402,28;1372;12,42;12,43;12,43;0,152;110,123;
30/04/2007;12,43;1,00046503;98.581.835.448,76;1396;12,41;12,43;12,43;0,164;90,47;
27/04/2007;12,43;1,00046503;105.063.563.728,42;1339;12,42;12,43;12,43;0,142;121,057;
26/04/2007;12,43;1,00046503;105.756.007.036,71;1351;12,41;12,43;12,43;0,137;139,113;
25/04/2007;12,43;1,00046503;101.388.797.186,56;1343;12,42;12,43;12,43;0,131;152,101;
24/04/2007;12,43;1,00046503;100.967.440.989,44;1402;12,41;12,43;12,43;0,147;114,489;
23/04/2007;12,43;1,00046503;91.803.566.089,46;1328;12,41;12,43;12,43;0,156;103,786;
20/04/2007;12,43;1,00046503;164.129.965.203,47;1290;12,42;12,43;12,43;0,115;186,225;
19/04/2007;12,43;1,00046503;163.859.811.037,29;1311;12,41;12,42;12,42;0,148;100,492;
18/04/2007;12,67;1,00047350;95.213.015.002,74;1391;12,65;12,67;12,67;0,153;82,959;
17/04/2007;12,67;1,00047350;96.021.278.939,14;1489;12,65;12,68;12,68;0,173;58,639;
16/04/2007;12,68;1,00047385;89.023.218.304,96;1328;12,67;12,68;12,68;0,129;150,219;
13/04/2007;12,68;1,00047385;119.236.014.824,59;1362;12,67;12,68;12,68;0,12;179,187;
12/04/2007;12,68;1,00047385;127.599.450.235,85;1335;12,67;12,68;12,68;0,118;184,454;
11/04/2007;12,68;1,00047385;120.631.910.015,87;1353;12,67;12,68;12,68;0,127;157,646;
10/04/2007;12,68;1,00047385;102.151.175.120,68;1394;12,67;12,68;12,68;0,131;144,302;
09/04/2007;12,68;1,00047385;96.575.849.764,01;1316;12,67;12,68;12,68;0,134;145,248;
05/04/2007;12,69;1,00047420;89.498.582.550,45;1255;12,68;12,69;12,69;0,138;137,324;
04/04/2007;12,68;1,00047385;102.620.736.801,11;1321;12,67;12,68;12,68;0,115;198,406;
03/04/2007;12,68;1,00047385;97.742.058.254,91;1369;12,67;12,68;12,68;0,111;211,274;
02/04/2007;12,68;1,00047385;87.529.666.613,81;1326;12,67;12,68;12,68;0,11;210,923;
30/03/2007;12,68;1,00047385;105.266.360.395,03;1407;12,67;12,68;12,68;0,128;152,78;
29/03/2007;12,68;1,00047385;106.020.143.254,31;1295;12,67;12,68;12,68;0,115;198,204;
28/03/2007;12,68;1,00047385;103.913.695.503,18;1351;12,67;12,68;12,68;0,117;188,621;
27/03/2007;12,68;1,00047385;99.557.550.312,11;1340;12,67;12,68;12,68;0,124;157,53;
26/03/2007;12,68;1,00047385;97.049.836.090,64;1292;12,67;12,68;12,68;0,116;185,212;
23/03/2007;12,68;1,00047385;115.833.507.931,34;1273;12,67;12,68;12,68;0,108;220,302;
22/03/2007;12,68;1,00047385;123.968.575.881,5;1292;12,67;12,68;12,68;0,103;243,533;
21/03/2007;12,68;1,00047385;125.069.558.929,52;1307;12,67;12,68;12,68;0,106;215,326;
20/03/2007;12,68;1,00047385;95.191.717.711,42;1338;12,67;12,68;12,68;0,12;167,903;
19/03/2007;12,68;1,00047385;95.817.294.274,47;1322;12,67;12,68;12,68;0,119;184,727;
16/03/2007;12,68;1,00047385;102.618.529.685,55;1319;12,67;12,68;12,68;0,122;173,592;
15/03/2007;12,68;1,00047385;102.416.452.345,52;1354;12,67;12,68;12,68;0,131;176,048;
14/03/2007;12,68;1,00047385;100.042.401.723,24;1350;12,67;12,68;12,68;0,132;150,172;
13/03/2007;12,68;1,00047385;93.435.906.948,31;1352;12,66;12,68;12,68;0,138;131,057;
12/03/2007;12,69;1,00047420;130.202.988.564,4;1286;12,67;12,68;12,68;0,124;171,611;
09/03/2007;12,69;1,00047420;136.728.447.506,82;1236;12,68;12,68;12,68;0,113;205,699;
08/03/2007;12,69;1,00047420;144.816.378.299,04;1283;12,68;12,68;12,68;0,11;213,765;
07/03/2007;12,93;1,00048265;89.138.079.493,81;1341;12,91;12,93;12,93;0,135;115,455;
06/03/2007;12,93;1,00048265;90.191.282.020,15;1298;12,92;12,93;12,93;0,123;161,098;
05/03/2007;12,93;1,00048265;90.650.345.274,88;1388;12,91;12,93;12,93;0,139;125,822;
02/03/2007;12,93;1,00048265;106.046.120.321,71;1289;12,92;12,93;12,93;0,118;183,372;
01/03/2007;12,93;1,00048265;107.551.518.749,6;1281;12,92;12,93;12,93;0,116;195,431;
28/02/2007;12,93;1,00048265;96.923.677.793,25;1296;12,92;12,93;12,93;0,129;262,08;
27/02/2007;12,93;1,00048265;93.864.213.033,97;1274;12,92;12,93;12,93;0,126;218,044;
26/02/2007;12,93;1,00048265;90.027.617.035,6;1274;12,92;12,93;12,93;0,129;157,086;
23/02/2007;12,94;1,00048300;136.237.608.028,77;1152;12,93;12,93;12,93;0,094;288,948;
22/02/2007;12,94;1,00048300;143.215.610.445,35;1276;12,93;12,93;12,93;0,084;299,741;
21/02/2007;12,94;1,00048300;132.075.598.725,7;1156;12,93;12,93;12,93;0,112;209,628;
16/02/2007;12,94;1,00048300;129.569.682.450,38;1228;12,93;12,93;12,93;0,11;214,614;
15/02/2007;12,93;1,00048265;103.693.567.013,44;1256;12,92;12,93;12,93;0,125;170,697;
14/02/2007;12,93;1,00048265;99.689.931.320,26;1285;12,92;12,93;12,93;0,12;182,62;
13/02/2007;12,93;1,00048265;98.491.182.878,53;1318;12,92;12,93;12,93;0,114;196,62;
12/02/2007;12,93;1,00048265;94.710.577.125,04;1287;12,92;12,93;12,93;0,125;172,578;
09/02/2007;12,93;1,00048265;94.909.299.530,59;1292;12,92;12,93;12,93;0,121;178,04;
08/02/2007;12,93;1,00048265;109.479.016.051,08;1235;12,92;12,93;12,93;0,121;182,049;
07/02/2007;12,93;1,00048265;99.291.095.295,66;1217;12,92;12,93;12,93;0,13;154,985;
06/02/2007;12,93;1,00048265;101.808.607.555,7;1262;12,92;12,93;12,93;0,136;138,802;
05/02/2007;12,93;1,00048265;100.631.470.637,39;1262;12,92;12,93;12,93;0,137;136,143;
02/02/2007;12,93;1,00048265;91.178.284.580,65;1329;12,91;12,93;12,93;0,142;121,63;
01/02/2007;12,93;1,00048265;99.440.672.906,28;1249;12,92;12,93;12,93;0,135;144,292;
31/01/2007;12,93;1,00048265;97.418.455.892,87;1295;12,92;12,93;12,93;0,137;139,164;
30/01/2007;12,93;1,00048265;98.858.868.185,45;1311;12,92;12,93;12,93;0,136;138,744;
29/01/2007;12,93;1,00048265;98.490.614.945,32;1258;12,92;12,93;12,93;0,118;184,99;
26/01/2007;12,92;1,00048230;95.738.456.367,78;1410;12,9;12,93;12,93;0,143;82,28;
25/01/2007;12,94;1,00048300;151.018.969.910,19;963;12,94;12,94;12,94;0,104;208,183;
24/01/2007;13,18;1,00049143;93.166.135.932,98;1220;13,15;13,19;13,19;0,175;45,663;
23/01/2007;13,19;1,00049178;106.170.500.027,15;1303;13,18;13,19;13,19;0,116;187,652;
22/01/2007;13,19;1,00049178;102.584.257.607,64;1227;13,18;13,19;13,19;0,109;222,346;
19/01/2007;13,19;1,00049178;98.258.186.641,18;1282;13,18;13,19;13,19;0,116;173,842;
18/01/2007;13,19;1,00049178;105.122.851.821,38;1319;13,18;13,19;13,19;0,114;204,459;
17/01/2007;13,19;1,00049178;99.709.535.710,86;1318;13,18;13,19;13,19;0,128;153,531;
16/01/2007;13,19;1,00049178;90.336.056.345,72;1396;13,18;13,19;13,19;0,138;125,556;
15/01/2007;13,19;1,00049178;94.427.821.879,21;1309;13,2;13,18;13,18;0,356;76,323;
12/01/2007;13,18;1,00049143;84.583.211.823,25;1391;13,16;13,19;13,19;0,155;90,533;
11/01/2007;13,19;1,00049178;103.287.753.286,75;1288;13,18;13,19;13,19;0,12;180,053;
10/01/2007;13,19;1,00049178;93.762.709.565,23;1285;13,18;13,19;13,19;0,128;166,052;
09/01/2007;13,19;1,00049178;98.351.689.340,47;1326;13,18;13,19;13,19;0,126;144,515;
08/01/2007;13,19;1,00049178;96.734.297.061,38;1329;13,17;13,19;13,19;0,12;171,407;
05/01/2007;13,19;1,00049178;89.298.216.240,57;1274;13,18;13,19;13,19;0,125;167,427;
04/01/2007;13,19;1,00049178;173.247.755.930,33;1209;13,18;13,19;13,19;0,104;227,493;
03/01/2007;13,18;1,00049143;154.050.520.603,34;1486;13,18;13,19;13,19;0,113;161,021;
02/01/2007;13,19;1,00049178;158.278.385.194,91;1179;13,18;13,19;13,19;0,128;275,91;
29/12/2006;13,19;1,00049178;0;0;0;0;0;0;0;
28/12/2006;13,19;1,00049178;105.300.281.068,04;1302;13,19;13,2;13,2;0,117;188,35;
27/12/2006;13,18;1,00049143;131.549.046.684,37;1604;13,18;13,19;13,19;0,097;268,923;
26/12/2006;13,19;1,00049178;136.361.213.873,04;1442;13,18;13,19;13,19;0,118;137,953;
22/12/2006;13,19;1,00049178;150.882.048.251,12;1294;13,19;13,19;13,19;0,089;322,398;
21/12/2006;13,19;1,00049178;155.983.411.651,41;1150;13,18;13,19;13,19;0,083;366,665;
20/12/2006;13,19;1,00049178;133.455.570.572,99;1152;13,18;13,19;13,19;0,087;297,872;
19/12/2006;13,19;1,00049178;115.059.105.997,79;1364;13,18;13,19;13,19;0,09;303,991;
18/12/2006;13,19;1,00049178;119.309.658.520,79;1337;13,18;13,19;13,19;0,113;431,436;
15/12/2006;13,18;1,00049143;118.144.581.658,25;1568;13,19;13,19;13,19;0,117;403,225;
14/12/2006;13,19;1,00049178;112.097.346.996,21;1545;13,19;13,19;13,19;0,078;407,486;
13/12/2006;13,19;1,00049178;143.644.869.537,37;1287;13,19;13,19;13,19;0,063;574,191;
12/12/2006;13,18;1,00049143;121.226.170.759,52;1568;13,19;13,19;13,19;0,091;269,365;
11/12/2006;13,19;1,00049178;113.378.590.926,07;1280;13,19;13,19;13,19;0,085;350,866;
08/12/2006;13,18;1,00049143;117.899.880.585,96;1502;13,18;13,18;13,18;0,087;329,235;
07/12/2006;13,18;1,00049143;134.438.279.740,35;1539;13,18;13,18;13,18;0,071;477,881;
06/12/2006;13,18;1,00049143;131.471.844.146,07;1507;13,18;13,18;13,18;0,08;379,858;
05/12/2006;13,19;1,00049178;129.954.653.971,84;1100;13,18;13,18;13,18;0,087;316,52;
04/12/2006;13,18;1,00049143;136.261.833.121,46;1253;13,18;13,18;13,18;0,094;286,836;
01/12/2006;13,18;1,00049143;111.508.245.302,41;1352;13,17;13,18;13,18;0,102;235,317;
30/11/2006;13,18;1,00049143;107.090.377.590,89;1269;13,18;13,18;13,18;0,1;230,274;
29/11/2006;13,68;1,00050893;120.639.583.171,46;1312;13,67;13,67;13,67;0,097;251,325;
28/11/2006;13,68;1,00050893;119.888.173.187,22;1129;13,66;13,67;13,67;0,106;196,15;
27/11/2006;13,66;1,00050823;122.206.071.794,69;1554;13,66;13,67;13,67;0,109;165,852;
24/11/2006;13,66;1,00050823;113.991.840.903,42;1527;13,66;13,67;13,67;0,104;216,457;
23/11/2006;13,67;1,00050858;114.057.778.416,92;1353;13,66;13,67;13,67;0,113;178,938;
22/11/2006;13,66;1,00050823;111.320.405.765,6;1567;13,67;13,68;13,68;0,124;148,05;
21/11/2006;13,68;1,00050893;102.736.858.580,64;1560;13,68;13,69;13,69;0,118;178,01;
20/11/2006;13,68;1,00050893;78.428.033.182,12;912;13,67;13,68;13,68;0,124;171,664;
17/11/2006;13,66;1,00050823;95.762.628.221,46;877;13,65;13,66;13,66;0,107;215,9;
16/11/2006;13,66;1,00050823;135.842.535.987,78;1628;13,66;13,67;13,67;0,096;248,901;
14/11/2006;13,67;1,00050858;122.410.568.211,47;1625;13,68;13,69;13,69;0,114;141,767;
13/11/2006;13,68;1,00050893;104.316.355.808,53;1351;13,67;13,68;13,68;0,115;176,72;
10/11/2006;13,66;1,00050823;104.345.286.131,75;1573;13,66;13,67;13,67;0,104;213,221;
09/11/2006;13,68;1,00050893;107.739.453.609,22;1526;13,68;13,69;13,69;0,106;252,97;
08/11/2006;13,69;1,00050928;99.125.818.857,39;1454;13,69;13,7;13,7;0,093;277,953;
07/11/2006;13,69;1,00050928;97.760.344.361,24;1501;13,7;13,7;13,7;0,103;224,872;
06/11/2006;13,69;1,00050928;94.780.963.084,18;1227;13,68;13,68;13,68;0,108;207,435;
03/11/2006;13,67;1,00050858;99.043.630.793,66;1467;13,67;13,68;13,68;0,098;254,821;
01/11/2006;13,68;1,00050893;121.961.579.085,03;1208;13,67;13,68;13,68;0,094;278,82;
31/10/2006;13,68;1,00050893;120.048.336.570,84;1204;13,68;13,67;13,67;0,156;80,319;
30/10/2006;13,68;1,00050893;125.525.031.260,23;1167;13,67;13,67;13,67;0,083;330,532;
27/10/2006;13,67;1,00050858;128.749.401.041,84;1154;13,67;13,67;13,67;0,088;276,763;
26/10/2006;13,68;1,00050893;93.281.150.837,97;1264;13,67;13,68;13,68;0,093;262,437;
25/10/2006;13,68;1,00050893;82.373.262.260,02;1201;13,67;13,68;13,68;0,098;240,805;
24/10/2006;13,67;1,00050858;75.609.535.580,6;1252;13,66;13,67;13,67;0,113;177,752;
23/10/2006;13,66;1,00050823;80.996.789.520,29;1246;13,65;13,66;13,66;0,098;235,276;
20/10/2006;13,65;1,00050788;91.877.589.680,9;1240;13,64;13,65;13,65;0,095;250,795;
19/10/2006;13,67;1,00050858;129.642.765.063,97;1151;13,67;13,66;13,66;0,089;279,782;
18/10/2006;14,16;1,00052566;118.266.785.680,22;1285;14,15;14,16;14,16;0,112;143,121;
17/10/2006;14,16;1,00052566;104.392.421.353,28;1290;14,15;14,16;14,16;0,096;228,211;
16/10/2006;14,16;1,00052566;92.555.277.332,57;1267;14,15;14,16;14,16;0,12;148,588;
13/10/2006;14,16;1,00052566;96.024.332.543,03;1233;14,16;14,16;14,16;0,092;234,479;
11/10/2006;14,16;1,00052566;98.745.171.938,86;1260;14,16;14,16;14,16;0,089;255,565;
10/10/2006;14,16;1,00052566;80.252.375.476,06;1279;14,15;14,16;14,16;0,072;274,232;
09/10/2006;14,16;1,00052566;0;0;0;0;0;0;0;
06/10/2006;14,17;1,00052600;103.819.085.853,42;1154;14,16;14,16;14,16;0,076;307,866;
05/10/2006;14,16;1,00052566;96.953.801.248,69;1206;14,16;14,16;14,16;0,066;376,39;
04/10/2006;14,16;1,00052566;95.107.006.896,02;1153;14,16;14,16;14,16;0,063;503,175;
03/10/2006;14,16;1,00052566;90.786.275.305,98;1258;14,16;14,16;14,16;0,066;324,075;
02/10/2006;14,16;1,00052566;83.869.245.000,85;1346;14,15;14,16;14,16;0,076;255,351;
29/09/2006;14,17;1,00052600;81.802.138.848,28;1189;14,16;14,17;14,17;0,082;328,759;
28/09/2006;14,17;1,00052600;105.591.232.808,64;1244;14,17;14,17;14,17;0,068;408,584;
27/09/2006;14,17;1,00052600;98.194.422.245,3;1197;14,17;14,17;14,17;0,074;364,079;
26/09/2006;14,17;1,00052600;89.942.649.169,45;1263;14,16;14,17;14,17;0,095;222,052;
25/09/2006;14,17;1,00052600;97.925.882.188,26;1209;14,17;14,17;14,17;0,071;379,248;
22/09/2006;14,17;1,00052600;96.747.401.899,95;1257;14,17;14,17;14,17;0,075;370,634;
21/09/2006;14,18;1,00052635;107.686.656.713,25;1195;14,17;14,17;14,17;0,071;379,207;
20/09/2006;14,17;1,00052600;111.611.217.223,28;1179;14,17;14,17;14,17;0,061;457,9;
19/09/2006;14,17;1,00052600;101.895.139.893,68;1303;14,16;14,17;14,17;0,068;361,154;
18/09/2006;14,16;1,00052566;90.452.938.327,57;1224;14,15;14,16;14,16;0,073;369,366;
15/09/2006;14,17;1,00052600;124.363.718.402,16;1157;14,16;14,16;14,16;0,069;413,006;
14/09/2006;14,17;1,00052600;123.445.482.738,65;1193;14,17;14,17;14,17;0,062;478,8;
13/09/2006;14,17;1,00052600;113.550.244.353,39;1263;14,17;14,17;14,17;0,079;277,569;
12/09/2006;14,17;1,00052600;85.167.541.010,71;1303;14,16;14,17;14,17;0,094;228,773;
11/09/2006;14,17;1,00052600;88.367.344.917,31;1305;14,17;14,17;14,17;0,081;305,294;
08/09/2006;14,17;1,00052600;82.131.064.976,27;1158;14,17;14,17;14,17;0,068;394,848;
06/09/2006;14,17;1,00052600;92.191.663.224,66;1220;14,17;14,17;14,17;0,081;294,212;
05/09/2006;14,18;1,00052635;84.899.870.452,21;1199;14,17;14,18;14,18;0,082;323,243;
04/09/2006;14,17;1,00052600;88.810.520.821,08;1214;14,16;14,17;14,17;0,082;279,851;
01/09/2006;14,17;1,00052600;86.697.616.279,64;1259;14,16;14,17;14,17;0,059;585,017;
31/08/2006;14,18;1,00052635;111.990.293.303,31;1228;14,18;14,18;14,18;0,076;318,735;
30/08/2006;14,67;1,00054335;108.850.678.845,47;1297;14,65;14,67;14,67;0,14;91,91;
29/08/2006;14,69;1,00054405;94.158.401.305,41;1284;14,68;14,69;14,69;0,111;209,763;
28/08/2006;14,69;1,00054405;92.881.978.296,65;1239;14,68;14,69;14,69;0,111;212,021;
25/08/2006;14,68;1,00054370;111.861.060.715,83;1247;14,67;14,68;14,68;0,096;281,364;
24/08/2006;14,69;1,00054405;111.102.804.257,88;1219;14,68;14,69;14,69;0,097;264,526;
23/08/2006;14,68;1,00054370;102.722.172.674,74;1202;14,68;14,68;14,68;0,074;359,369;
22/08/2006;14,69;1,00054405;95.040.908.476,01;1279;14,68;14,69;14,69;0,085;299,088;
21/08/2006;14,7;1,00054439;98.118.641.752,69;1173;14,69;14,7;14,7;0,086;313,618;
18/08/2006;14,74;1,00054578;88.121.427.077,17;1282;14,73;14,74;14,74;0,098;212,18;
17/08/2006;14,69;1,00054405;113.326.077.242,39;1246;14,68;14,69;14,69;0,072;402,833;
16/08/2006;14,69;1,00054405;108.940.764.431,66;1202;14,69;14,69;14,69;0,074;392,414;
15/08/2006;14,7;1,00054439;83.138.025.471,63;1232;14,69;14,7;14,7;0,089;274,17;
14/08/2006;14,69;1,00054405;91.906.316.870,21;1256;14,69;14,69;14,69;0,09;269,653;
11/08/2006;14,67;1,00054335;82.998.265.267,41;1223;14,67;14,67;14,67;0,091;262,848;
10/08/2006;14,66;1,00054301;103.927.734.508,77;1207;14,66;14,66;14,66;0,075;380,693;
09/08/2006;14,66;1,00054301;104.609.653.159,71;1223;14,66;14,66;14,66;0,073;387,782;
08/08/2006;14,66;1,00054301;96.252.519.525,23;1272;14,66;14,66;14,66;0,071;404,142;
07/08/2006;14,66;1,00054301;91.943.928.414,57;1251;14,66;14,66;14,66;0,075;378,893;
04/08/2006;14,66;1,00054301;96.613.071.599,78;1240;14,65;14,66;14,66;0,092;372,745;
03/08/2006;14,67;1,00054335;0;0;0;0;0;0;0;
02/08/2006;14,66;1,00054301;110.245.973.837,97;1260;14,66;14,66;14,66;0,077;401,233;
01/08/2006;14,66;1,00054301;107.154.803.623,43;1315;14,65;14,66;14,66;0,084;434,514;
31/07/2006;14,66;1,00054301;102.232.174.679,78;1329;14,66;14,66;14,66;0,078;315,511;
28/07/2006;14,65;1,00054266;119.767.161.875,49;1265;14,65;14,66;14,66;0,061;550,002;
27/07/2006;14,66;1,00054301;107.703.660.425,66;1254;14,66;14,66;14,66;0,067;455,793;
26/07/2006;14,66;1,00054301;114.572.702.000,26;1305;14,65;14,66;14,66;0,084;303,192;
25/07/2006;14,66;1,00054301;106.708.488.442,56;1273;14,65;14,66;14,66;0,077;296,53;
24/07/2006;14,66;1,00054301;103.667.827.508,05;1287;14,65;14,66;14,66;0,084;305,789;
21/07/2006;14,65;1,00054266;121.272.288.745,56;1290;14,65;14,65;14,65;0,069;406,406;
20/07/2006;14,66;1,00054301;120.981.488.605,74;1286;14,68;14,66;14,66;0,244;62,732;
19/07/2006;15,17;1,00056063;112.838.282.947,77;1303;15,15;15,17;15,17;0,113;91,413;
18/07/2006;15,19;1,00056132;92.035.122.329,78;1251;15,19;15,19;15,19;0,083;348,458;
17/07/2006;15,16;1,00056028;102.868.601.194,44;1243;15,16;15,17;15,17;0,052;679,187;
14/07/2006;15,18;1,00056097;143.471.949.051,43;1190;15,17;15,17;15,17;0,056;590,13;
13/07/2006;15,18;1,00056097;115.066.276.556,29;1204;15,17;15,18;15,18;0,059;555,934;
12/07/2006;15,18;1,00056097;115.025.918.385,25;1306;15,17;15,18;15,18;0,063;485,665;
11/07/2006;15,18;1,00056097;92.136.949.284,75;1289;15,17;15,18;15,18;0,07;397,498;
10/07/2006;15,18;1,00056097;93.348.920.163,48;1221;15,17;15,18;15,18;0,095;545,834;
07/07/2006;15,18;1,00056097;87.093.759.123,88;1255;15,17;15,18;15,18;0,08;337,823;
06/07/2006;15,18;1,00056097;101.326.436.300,69;1231;15,17;15,18;15,18;0,087;323,324;
05/07/2006;15,18;1,00056097;101.817.780.324,68;1265;15,17;15,18;15,18;0,09;315,27;
04/07/2006;15,18;1,00056097;94.237.011.094,45;1235;15,17;15,18;15,18;0,116;189,094;
03/07/2006;15,17;1,00056063;93.829.437.978,2;1349;15,16;15,18;15,18;0,113;194,32;
30/06/2006;15,18;1,00056097;113.522.354.339,06;1267;15,18;15,18;15,18;0,074;457,301;
