Rendimento médio
 ;jan-fev-mar 2012;fev-mar-abr 2012;mar-abr-mai 2012;abr-mai-jun 2012;mai-jun-jul 2012;jun-jul-ago 2012;jul-ago-set 2012;ago-set-out 2012;set-out-nov 2012;out-nov-dez 2012;nov-dez-jan 2013;dez-jan-fev 2013;jan-fev-mar 2013;fev-mar-abr 2013;mar-abr-mai 2013;abr-mai-jun 2013;mai-jun-jul 2013;jun-jul-ago 2013;jul-ago-set 2013;ago-set-out 2013;set-out-nov 2013;out-nov-dez 2013;nov-dez-jan 2014;dez-jan-fev 2014;jan-fev-mar 2014;fev-mar-abr 2014;mar-abr-mai 2014;abr-mai-jun 2014;mai-jun-jul 2014;jun-jul-ago 2014;jul-ago-set 2014;ago-set-out 2014;set-out-nov 2014;out-nov-dez 2014;nov-dez-jan 2015;dez-jan-fev 2015;jan-fev-mar 2015;fev-mar-abr 2015;mar-abr-mai 2015;abr-mai-jun 2015;mai-jun-jul 2015;jun-jul-ago 2015;jul-ago-set 2015;ago-set-out 2015;set-out-nov 2015;out-nov-dez 2015;nov-dez-jan 2016;dez-jan-fev 2016;jan-fev-mar 2016;fev-mar-abr 2016;mar-abr-mai 2016;abr-mai-jun 2016;mai-jun-jul 2016;jun-jul-ago 2016;jul-ago-set 2016;ago-set-out 2016;set-out-nov 2016;out-nov-dez 2016;nov-dez-jan 2017;dez-jan-fev 2017;jan-fev-mar 2017;fev-mar-abr 2017;mar-abr-mai 2017;abr-mai-jun 2017;mai-jun-jul 2017;jun-jul-ago 2017;jul-ago-set 2017;ago-set-out 2017;set-out-nov 2017;out-nov-dez 2017;nov-dez-jan 2018;dez-jan-fev 2018;jan-fev-mar 2018;fev-mar-abr 2018;mar-abr-mai 2018;abr-mai-jun 2018;mai-jun-jul 2018;jun-jul-ago 2018;jul-ago-set 2018;ago-set-out 2018;set-out-nov 2018;out-nov-dez 2018;nov-dez-jan 2019;dez-jan-fev 2019;jan-fev-mar 2019;fev-mar-abr 2019;mar-abr-mai 2019;abr-mai-jun 2019;mai-jun-jul 2019;jun-jul-ago 2019;jul-ago-set 2019;ago-set-out 2019;set-out-nov 2019;out-nov-dez 2019;nov-dez-jan 2020;dez-jan-fev 2020;jan-fev-mar 2020;fev-mar-abr 2020;mar-abr-mai 2020;abr-mai-jun 2020;mai-jun-jul 2020;jun-jul-ago 2020;jul-ago-set 2020;ago-set-out 2020;set-out-nov 2020;out-nov-dez 2020;nov-dez-jan 2021;dez-jan-fev 2021;jan-fev-mar 2021;fev-mar-abr 2021;mar-abr-mai 2021;abr-mai-jun 2021;mai-jun-jul 2021;jun-jul-ago 2021;jul-ago-set 2021;ago-set-out 2021;set-out-nov 2021;out-nov-dez 2021;nov-dez-jan 2022;dez-jan-fev 2022;jan-fev-mar 2022;fev-mar-abr 2022;mar-abr-mai 2022;abr-mai-jun 2022;mai-jun-jul 2022;jun-jul-ago 2022;jul-ago-set 2022;ago-set-out 2022;set-out-nov 2022;out-nov-dez 2022;nov-dez-jan 2023;dez-jan-fev 2023;jan-fev-mar 2023;fev-mar-abr 2023;mar-abr-mai 2023;abr-mai-jun 2023;mai-jun-jul 2023;jun-jul-ago 2023;jul-ago-set 2023;ago-set-out 2023;set-out-nov 2023;out-nov-dez 2023;nov-dez-jan 2024;dez-jan-fev 2024;jan-fev-mar 2024;fev-mar-abr 2024;mar-abr-mai 2024;abr-mai-jun 2024;mai-jun-jul 2024;jun-jul-ago 2024;jul-ago-set 2024;ago-set-out 2024;set-out-nov 2024;out-nov-dez 2024
Brasil;2926;2937;2930;2936;2951;2960;2955;2951;2949;2942;2954;2972;2989;2995;2997;3022;3042;3062;3062;3072;3059;3036;3032;3061;3097;3094;3089;3072;3066;3088;3099;3111;3090;3091;3095;3090;3091;3084;3071;3079;3058;3043;3042;3030;3008;2992;3002;2984;2998;2983;2993;2962;2963;2989;2986;2991;2997;3012;3023;3032;3050;3036;3032;3020;3022;3017;3033;3043;3057;3059;3070;3082;3080;3090;3091;3087;3075;3088;3075;3079;3082;3100;3119;3130;3117;3100;3079;3080;3072;3085;3085;3108;3122;3112;3119;3122;3148;3182;3235;3284;3324;3319;3321;3272;3238;3189;3181;3153;3163;3125;3122;3075;3047;3004;2952;2908;2869;2846;2874;2877;2889;2877;2897;2919;2960;2985;3026;3045;3074;3081;3095;3094;3102;3092;3087;3101;3111;3121;3153;3164;3191;3178;3213;3227;3224;3239;3259;3281;3261;3279;3268;3286;3301;3315

Fonte: "IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua mensal"
